DISTRITO;PROVINCIA;ZONA;NOMBRE DE LA INSTITUCIÓN;SOSTENIMIENTO;MATRÍCULA EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);PENSIÓN EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);MATRÍCULA EDUCACIÓN INICIAL;PENSIÓN EDUCACIÓN INICIAL;MATRÍCULA EDUCACIÓN BASICA;PENSIÓN EDUCACIÓN BASICA;MATRÍCULA EDUCACIÓN BASICA SUPERIOR;PENSIÓN EDUCACIÓN BASICA SUPERIOR;MATRÍCULA BACHILLERATO;PENSIÓN BACHILLERATO;ESTADO;TELEFONO;SECTOR;DIRECCION;"TERAPIA DE LENGUAJE 
NOMBRE DE CONTACTO";"TERAPIA DE LENGUAJE 
CARGO CONTACTO";"TERAPIA DE LENGUAJE 
EMAIL";"TERAPIA DE LENGUAJE
PROCESO REALIZADO";"TERAPIA DE LENGUAJE
RESPONSABLE";"TERAPIA DE LENGUAJE
FECHA DE CONTACTO";"TL
GENERAL OBSERVACIONES";"TL
FECHA PROXIMO CONTACTO";"PSICOLOGIA
NOMBRE DE CONTACTO";"PSICOLOGIA
CARGO CONTACTO";"PSICOLOGIA
EMAIL";"PSICOLOGIA
PROCESO REALIZADO";"PSICOLOGIA
RESPONSABLE";"PSICOLOGIA
OBSERVACIÓN";"P
GENERAL OBSERVACIONES";"P
FECHA PROXIMO CONTACTO";"VYA
NOMBRE DE CONTACTO";"VYA
CARGO CONTACTO";"VYA
EMAIL";"VYA
PROCESO REALIZADO";"VYA
RESPONSABLE";"VYA
OBSERVACIÓN";"VYA
GENERAL OBSERVACIONES";"VYA
FECHA PROXIMO
 CONTACTO"
17D03;"SIERRA -
AMAZONIA";9;EDWARD JOSEP FLANAGAN;PARTICULAR;72,60;96,80;60,50;96,80;70,78;113,26;61,14;97,82;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
FRANCISCO DE  ALVERNIA";PARTICULAR;;;49,19;78,70;54,75;87,60;54,75;87,60;57,92;92,68;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"COLEGIO PARTICULAR ALFONSO DEL
HIERRO LA SALLE";PARTICULAR;;;;;71,91;115,07;;;73,36;117,38;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"COLEGIO PARTICULAR ALFONSO DEL
HIERRO LA SALLE";PARTICULAR;;;;;60,97;97,56;60,97;97,56;62,42;99,87;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;ESCUELA PARTICULAR JUAN PABLO I;PARTICULAR;;;34,03;54,45;34,03;54,45;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CRISTIANO RENUEVO;PARTICULAR;;;;;39,39;63,03;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;SIERRA - AMAZONIA;9;UNIDAD EDUCATIVA FISCOMISIONAL SAN PATRICIO DE LA PROVIDENCIA;FISCOMISIONAL;;;034;054;034;054;037;059;038;061;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;PAULA MONTAL;PARTICULAR;;;27,20;43,53;27,20;43,53;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;HONRAR LA VIDA;PARTICULAR;;;;;10,31;16,50;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA PLANETA AZUL;PARTICULAR;;;161;257;161;257;161;257;177;283;SEGUIMIENTO;984067823,   340159, 098 776 5966;NORTE UIO;Av. Eloy Alfaro &, Quito Ponceano;JOHANA ESTRELLA, SECRETARIA;DECE;info@planetaazul.edu.ec;SE ENTREGO CARPETA PERSONALMENTE, SE ENVIO EMAIL;EMIRO;07/04/2025;SE REENVIO EMAIL POR SOLICITUD DE LA SECRETARIA;15/04/2025;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA TNTE COSME
RENNELLA BARBATTO";PARTICULAR;;;87,18;139,48;87,18;139,48;87,18;139,48;87,18;139,48;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA SHALON;PARTICULAR;;;;;42,76;68,42;42,76;68,42;42,76;68,42;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;MATTHEW LIPMAN;PARTICULAR;;;48,94;78,31;48,94;78,31;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;MELANIE KLEIN;PARTICULAR;;;98,74;158,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;QUITO LUZ DE AMERICA BLANTACH;PARTICULAR;;;69,49;111,18;69,49;111,18;69,49;111,18;71,22;113,96;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;LICEO MEDITERRANEO;PARTICULAR;;;;;133,19;213,10;133,19;213,10;135,94;217,51;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;ESCUELA PARTICULAR EFRATA;PARTICULAR;;;;;51,73;82,77;51,73;82,77;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;ESCUELA PARTICULAR EFRATA;PARTICULAR;;;51,74;82,77;51,74;82,77;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"CENTRO INFANTIL PREESCOLAR MIS
ALEGRES CORDERITOS";PARTICULAR;92,01;122,68;76,68;122,68;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;LICEO LA ALBORADA;PARTICULAR;;;174,69;279,51;178,67;285,87;181,05;289,67;181,05;289,67;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;EL PARVULARIO;PARTICULAR;;;65,52;105,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA JEAN JACQUES ROUSSEAU;PARTICULAR;;;166;265;185;296;185;296;187;299;CONVENIO;099 800 8248/ (02) 247-9894, dece, tel. 0960009319;NORTE UIO;;Ing. Karen Mejia/ Alejandra Mejia, ANA BELEN VARGAS;;info@rousseau.edu.ec;;EMIRO;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;JEROME BRUNER;PARTICULAR;;;45,00;75,00;45,00;75,00;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CENTRO EDUCATIVO EL TREBOL;PARTICULAR;;;;;58,16;93,06;58,16;93,06;;;;99 803 8794;;carcelen;LIC. SANDRA ANALUISA, psi, nataly prado;PSICOLOGA;;PRESENTACION REALIZADA;;18/03/2025;LLAMAR ;14/04/2025;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA FRAU KLIER;PARTICULAR;159,92;213,22;133,26;213,22;89,02;142,44;93,85;150,16;103,23;165,18;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CAUSAY RIMAY;PARTICULAR;;;40,50;64,80;13,16;21,06;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;EMILIO SALGARI;PARTICULAR;;;57,44;91,90;57,44;91,90;57,44;91,90;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;EMILIO SALGARI;PARTICULAR;;;57,43;91,90;57,43;91,90;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;SURCOS;PARTICULAR;;;178,79;286,07;207,43;331,88;207,43;331,88;216,94;347,10;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;JOSEPH JHON THOMSON;PARTICULAR;;;71,87;114,99;71,87;114,99;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CEI ENVIRONMENT KIDS;;;;;;;;;;;;SEGUIMIENTO;099 252 3314;NORTE UIO;San Francisco N39-98 y, Quito 170102;;DECE;;SE ENVIO WHATSAPP;EMIRO;25/03/2025;llamar en la tardellamar en la tarde;;;;;;;;;;;;;;;;;
;;;CDI HAPPY KIDS;;;;;;;;;;;;SEGUIMIENTO;098 017 6966;NORTE UIO;Pasaje los Naranjos E10-01 y 6 de Diciembre,;DRA VERONICA VERGARA;DECE;17h04079@gmail.com;SE ENVIO WHATSAPP;EMIRO;18/03/2025;LLAMAR ;;;;;;;;;;;;;;;;;
;;;MAGIC KIDS GARDEN;;;;;;;;;;;;SEGUIMIENTO;099 536 2164;NORTE UIO;Madrid E13-39, entre &, Quito;PAOLA BENAVIDES;PSICOLOGA;dennise.ns96@hotmail.com;SE CONTACTO TELEFONICAMENTE Y SE REENVIO NUEVA PRESENTACION POR EMAIL;EMIRO;24/03/2025;VOLVER A LLAMAR;24/03/2025;;;;;;;;;;;;;;;;
;;;"CDI IKIDS "" El Telégrafo""";PARTICULAR;;;;;;;;;;;PRESENTACION;0995 745 004;NORTE UIO;Av. El Telegrafo y Últimas Noticias, Quito,;Belen Cevallos;DIRECTORA;ikids.kindergarden@gmail.com; PRESENTACION;EMIRO;09/04/2025;SEGUIMIENTO PARA ACORDAR  CAPACITACION;16/04/2025;;;;;;;;;;;;;;;;
;;;HARMONY KIDS ACADEMY;;;;;;;;;;;;SEGUIMIENTO;987574872;NORTE UIO;Av. Brasil N39-259 y, Quito 170510;DRA VERONICA VERGARA;DIRECTORA;;PENDIENTE PROGRAMAR CAPACITACION;EMIRO;20/03/2025;SE VISITO Y SE ESTABLECIO PROGRAMA DE CAPACITACION PARA ABRILÑ, SE ENTREGO NUEVA CARPETA;15/04/2025;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;HENRY WAY KENDALL;PARTICULAR;;;24,82;39,71;28,95;46,32;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;COLEGIO PARTICULAR LEIBNITZ;PARTICULAR;;;65,31;104,50;65,31;104,50;65,31;104,50;66,69;106,70;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;COLEGIO NUEVO MUNDO;PARTICULAR;;;144;230;131;209;131;209;135;216;CONTACTADO;02 248 3777 - 095 872 5456;NORTE UIO;Cipreses 61-64 y Los Helechos. ;Psic. Sandra Cevallos;DECE;admisiones@colegionuevomundo.edu.ec / administracion@colegionuevomundo.edu.ec;CORREO ENVIADO 25/11/2024;SOFIA;10/02/2025;REAIZAR SEGUIMIENTO HORARIO 8H00 A 13H00;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PABLO MUÑOZ
VEGA";PARTICULAR;;;72,60;116,16;72,60;116,16;72,60;116,16;74,77;119,62;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CHARLES SANDERS PIERCE;PARTICULAR;;;;;37,50;60,00;37,50;60,00;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;BERNAT CASTANY PRADO;PARTICULAR;;;30,78;49,25;30,78;49,25;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"CENTRO EDUCATIVO LEONARDO
FIBONACCI";PARTICULAR;;;34,94;55,90;34,94;55,90;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA  FRANCESCO
RICCATI";PARTICULAR;;;25,00;40,00;40,50;64,80;40,50;64,80;45,00;72,00;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CDI PIM PON DE COLORES 2;PARTICULAR;58,60;93,75;58,60;93,75;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFACIA VIOLANTA
Y WERNER";PARTICULAR;41,25;55,00;34,38;55,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
SAN ANTONIO DE PADUA";PARTICULAR;;;53,19;85,10;53,19;85,10;53,19;85,10;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;SIERRA - AMAZONIA;9;"UNIDAD EDUCATIVA PARTICULAR SANTO DOMINGO SAVIO DE
POMASQUI";PARTICULAR;;;94,10;150,57;94,10;150,57;94,10;150,57;108,36;173,37;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;SAINT JOSEPH;PARTICULAR;;;55,15;88,24;54,28;86,85;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;HORIZONTES DEL MAÑANA;PARTICULAR;75,62;121,00;75,62;121,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;MONTPELLIER INTERNACIONAL;PARTICULAR;;;;;76,34;122,15;76,34;122,15;77,16;123,45;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;EL COLEGIO DE LIGA;PARTICULAR;;;88,97;142,34;167,96;268,74;167,96;268,74;169,71;271,53;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA FRANCES DE
QUITO";PARTICULAR;;;109,65;175,45;114,78;183,65;114,78;183,65;116,83;186,93;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA NUEVO
MIGUELITO";PARTICULAR;41,25;55,00;34,38;55,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA ""BLUE
SKY""";PARTICULAR;169,58;226,11;141,32;226,11;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA
PARTICULAR ""ARTURO EICHLER """;PARTICULAR;;;;;68,94;110,31;68,94;110,31;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA
PARTICULAR ""ARTURO EICHLER """;PARTICULAR;;;;;69,15;110,62;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"COLEGIO PARTICULAR MISION
GEODESICA";PARTICULAR;;;;;091;146;091;146;095;151;CONTACTADO;DECE 0984682938 / 098 144 7116 / 0999902974 (Edu.Inicial);SUR UIO;Pucará S1-121 y San Francisco de la Pita, Quito, Ecuador;DRA LAURA PIEDRA ;DECE;colegiomisiongeodesica@hotmail.com;SE ENVIA INFORMACION POR WHATSAPP;SOFIA;20/01/2025;REALIZAR SEGUIMIENTO;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;SCOTLAND SCHOOL;PARTICULAR;;;;;116,93;187,09;116,93;187,09;120,33;192,52;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;WERNER HEISENBERG;PARTICULAR;;;72,24;115,58;72,24;115,58;72,24;115,58;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
DOS HEMISFERIOS";PARTICULAR;;;81,70;130,71;102,94;164,70;102,94;164,70;104,03;166,45;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CDI PEQUES CLUB;PARTICULAR;61,25;98,00;61,25;98,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA BILINGUE
WILLIAM CAXTON";PARTICULAR;;;;;174,08;278,53;174,08;278,53;178,88;286,20;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;ALEXANDER HAMILTON;PARTICULAR;;;30,32;48,36;30,32;48,36;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA PRISCA
LINDER";PARTICULAR;36,81;58,89;36,81;58,89;36,81;58,89;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;PABLO MONTESINO CACERES;PARTICULAR;;;40,50;64,80;40,50;64,80;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"CENTRO DESARROLLO INTEGRAL MY
LITTLE FARM";PARTICULAR;144,76;193,02;120,64;193,02;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;MENTES ACTIVAS SCHOOL;PARTICULAR;;;47,05;75,28;47,05;75,28;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"CENTRO EDUCATIVO MARGARITA
NASEAU";PARTICULAR;;;27,57;44,12;27,57;44,12;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CENTRO EDUCATIVO MI ECUADOR;PARTICULAR;;;;;59,89;95,83;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;ESCUELA PARTICULAR PIONEROS;PARTICULAR;;;47,17;75,47;47,17;75,47;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CDI TOMASITO PRESCHOOL;;;;;;;;;;;;SEGUIMIENTO;Ext.: 109  392-2618 093 910 4884;NORTE UIO;Calle Carlos Arcos y Calle E15E, entre De los Guayacanes y, De las Nueces, Quito 170514;DRA VERONICA VERA, DIRECTORA del TOMASITO, TEL. 3922618, EXT, DRA Veronica Jativa, DECE, ext. 111, Susy Davalos, coordinacion Tomasito;DRA VERONICA VERA, DIRECTORA del TOMASITO, TEL. 3922618, EXT, DRA Veronica Jativa, DECE, ext. 111, Susy Davalos, coordinacion Tomasito;;ESPERANDO APROBACION DEL PROCESO;EMIRO;15/04/2025; SE ENVIO NUEVA PRESENTACION;21/04/2025;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CDI TERNURA;PARTICULAR;;;112;180;;;;;;;SEGUIMIENTO;2801 350,   098 7750 203;NORTE UIO;Juan Barrezueta y Mariano Pozo. Carcelén;ANITA GALLEGOS;DICTORA;anitaternura@live.com;SE ETREGO CARPETA  PERSOMNALMENTE, SE ESTABLECIO COMUNICACION TELEFONICA;EMIRO;;DESCARTADO POR MUY POCOS NIÑOS Y NO ESTAN INTERESADOS;FIN;;;;;;;;;;;;;;;;
;;;Think Funny Centro de educación inici;;;;;;;;;;;;SEGUIMIENTO;998511718, 098 803 0304;NORTE UIO;Jose Bosmediano E15 - 11 y, Quito 170516;PAULA ARROBO;DIRECTORA;;CAPACITACION PROGRAMADA PARA EL MIERCOLES 19 DE MARZO A LAS 7 AM;EMIRO;27/03/2025;PENDIENTE PROGRAMAR CHARLA PARA PADRES;21/04/2025;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"CENTRO EDUCATIVO SOFIA
GUTIERREZ";PARTICULAR;;;46,10;73,76;46,10;73,76;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
;;;CE DISCOVERY ACADEMY;;;;;;;;;;;;SEGUIMIENTO;099 972 8452;NORTE UIO;Leonidas Proaño N5-444 y San José;LIC. isabel;DIRECTORA;discoveryacademyec@gmail.com;SE ENTREGO CARPETA PERSONALMENTE;EMIRO;18/03/2025;LLAMAR ;14/04/2025;;;;;;;;;;;;;;;;
;;;Centro Educativo Giovanni Pascoli;;;;;;;;;;;;SEGUIMIENTO;995882289;SUR UIO;Hernan Gmoiner y Pasaje 17, Quito;DOMINIC YAUM;DECE;cegpsecretaria.wixsite.com/geovanni-pascoli;SE REALIZO PRESENTACION, SE  ENVIO WHATSAPP  RECORDANDO NUESTRA PRESENTACION;EMIRO;19/03/2025;LLAMAR POR SEGUIMIENTO;15/04/2025;;;;;;;;;;;;;;;;
;;;CE DR GOLEMAN;;;;;;;;;;;;SEGUIMIENTO;987060607;NORTE UIO;Pje. Isaac Newton, Quito 170202;REBECA MORENO PSICOLOGA DECE, SUSY SOLANO, DIRECTORA;DEE;informes@iedrgoleman.com, dece@iedrgoleman.com;SE REALIZO PRESENTACION, se reeevio email;EMIRO;18/03/2025;SE REENVIO NUEVAMENTE EMAIL A SOLICITUD DE LA SECRETARIA;4/14/25;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;GENERACION XXI;PARTICULAR;84,35;134,96;84,35;134,96;81,96;131,14;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"COLEGIO PARTICULAR BRIGHAM
YOUNG SCHOOL";PARTICULAR;66,82;106,92;66,82;106,92;66,82;106,92;66,82;106,92;66,82;106,92;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA SAINT PATRICK;PARTICULAR;;;160,11;256,17;244,70;391,53;244,70;391,53;244,70;391,53;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA SAINT PATRICK;PARTICULAR;;;145,08;232,12;223,41;357,46;223,41;357,46;223,41;357,46;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CENTRO EDUCATIVO DIMONTI;PARTICULAR;60,50;96,80;60,50;96,80;60,50;96,80;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CENTRO EDUCATIVO MARIO BENEDETTI;PARTICULAR;;;093;148;054;087;;;;;SEGUIMIENTO;02 259 3486;NORTE UIO;Dir:Av. de la Prensa N67-176 y David Ledesma;Inés Brucil, tel, 099 778 30443;PSCOLOGA;;SE ACORDO AGENDAR UNA REUNION CON LOS DIRECTIVOS PARA EL MES DE ABRIL;EMIRO;01/04/2025;ACORDAR REUNION CON LOS DIRECTIVOS;15/04/2025;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;JUAN SERGIO NARVAEZ;PARTICULAR;160,82;257,31;160,82;257,31;160,82;257,31;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CLARA PRIMAVERA;PARTICULAR;105,00;140,00;81,24;130,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;"COLEGIO PARTICULAR A DISTANCIA
JOSE MARTI";PARTICULAR;;;;;;;22,69;36,30;22,69;36,30;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;DR ALFONSO ESPIN L;PARTICULAR;117,27;187,64;83,59;133,74;91,28;146,05;91,28;146,05;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UE CANADA SCHOOL;PARTICULAR;;;065;105;065;105;;;;;CONVENIO;;NORTE UIO;;GABRIELA NAVAS;;;;PABLO;;;;;;;;;;;;CINTHIA YEPEZ;DECE ;939567867;CARPETA, LLAMAR PARA SEGUIMIENTO;PAMELA;LLAMAR 10/03/2025;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA WILLIAM PERKIN;PARTICULAR;;;103,12;165,00;94,16;150,66;94,16;150,66;98,86;158,18;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA BILINGÜE WILLIAM THOMSON;PARTICULAR;156,14;249,83;156,14;249,83;156,14;249,83;156,14;249,83;157,66;252,25;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;CDI ISLAS GALAPAGOS;PARTICULAR;89,84;119,79;68,06;108,90;74,87;119,79;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;COLEGIO AMERICANO DE QUITO;PARTICULAR;;;502,03;803,25;492,19;787,50;492,19;787,50;492,19;787,50;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA ALBERTO EINSTEIN;PARTICULAR;;;733;1172,56;733;1172,56;733;1172,56;744;1190,98;CONTACTADO;02 3932570 OPC. NO. 2 (PREESCOLAR);NORTE UIO;Av. Diego Vásquez de Cepeda N77-157 y Alberto Einstein;Alexandra Mantilla;DECE Coordinadora;einstein@einstein.k12.ec / mmantilla@einstein.k12.ec;CORREO ENVIADO 25/11/2024;EMIRO;15/04/2025;SE REENVIO NUEVA PRESENTACION VIA EMAIL;21/04/2025;;;;;;;;;;;;;;;;
17D03;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA YO SOY
PULY ESPINDOLA KIDS";PARTICULAR;127,50;170,00;106,25;170,00;;;;;;;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;TECNO INDUSTRIAL NORTE;PARTICULAR;;;;;;;33,00;52,80;49,50;79,20;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D03;"SIERRA -
AMAZONIA";9;COLEGIO PARTICULAR JERICO;PARTICULAR;;;;;;;30,90;49,43;30,90;49,43;;;NORTE UIO;;;;;;;;;;;;;;;;;;;;;;;;;
